case,phi,r,x,y
A,0.3017437666279341,0.7007667428074412,0.6691059042112394,0.2082578132378475
A,0.30488693086364177,0.7009729820497252,0.6686447392458643,0.21042180077766315
A,0.3080300950993494,0.7011814147828697,0.6681786694858172,0.21258561118069538
A,0.311173259335057,0.7013920427514742,0.667707691030055,0.21474924208107987
A,0.31431642357076467,0.7016048677181934,0.6672317999371614,0.2169126910959326
A,0.3174595878064723,0.7018198914637419,0.6667509922253384,0.21907595582515474
A,0.32060275204218,0.7020371157868968,0.6662652638723978,0.22123903385123705
A,0.3237459162778876,0.7022565425045022,0.6657746108157527,0.2234019227390639
A,0.3268890805135953,0.7024781734514727,0.6652790289524091,0.22556462003571606
A,0.3300322447493029,0.7027020104807973,0.6647785141389576,0.22772712327027342
A,0.3331754089850106,0.702928055463543,0.6642730621915651,0.22988942995361658
A,0.33631857322071823,0.7031563102888587,0.663762668885967,0.23205153757822813
A,0.3394617374564259,0.7033867768639782,0.663247329957458,0.23421344361799262
A,0.34260490169213353,0.7036194571142247,0.6627270411008854,0.23637514552799663
A,0.3457480659278412,0.7038543529830134,0.6622017979706398,0.23853664074432726
A,0.3488912301635488,0.7040914664318559,0.6616715961806485,0.24069792668387094
A,0.35203439439925643,0.7043307994403633,0.6611364313043665,0.2428590007441104
A,0.3551775586349641,0.7045723540062494,0.6605962988747699,0.24501986030292175
A,0.35832072287067174,0.7048161321453345,0.6600511943843472,0.2471805027183701
A,0.3614638871063794,0.7050621358915485,0.659501113285093,0.24934092532850546
A,0.36460705134208704,0.7053103672969345,0.6589460509884996,0.2515011254511567
A,0.3677502155777947,0.7055608284316517,0.6583860028655502,0.25366110038372547
A,0.37089337981350234,0.7058135213839788,0.6578209642467119,0.2558208474029794
A,0.37403654404921,0.7060684482603168,0.6572509304219283,0.2579803637648438
A,0.37717970828491765,0.7063256111851927,0.6566758966406132,0.2601396467041937
A,0.3803228725206253,0.7065850123012619,0.656095858111643,0.26229869343464385
A,0.38346603675633295,0.7068466537693117,0.6555108100033511,0.26445750114833905
A,0.38660920099204055,0.7071105377682634,0.6549207474435205,0.2666160670157429
A,0.3897523652277482,0.707376666495176,0.6543256655193784,0.268774388185426
A,0.39289552946345585,0.7076450421652484,0.6537255592775894,0.2709324617838534
A,0.3960386936991635,0.7079156670118222,0.6531204237242499,0.2730902849151712
A,0.39918185793487115,0.7081885432863841,0.6525102538248821,0.27524785466099194
A,0.4023250221705788,0.7084636732585692,0.6518950445044291,0.2774051680801801
A,0.40546818640628646,0.7087410592161619,0.651274790647248,0.27956222220863536
A,0.4086113506419941,0.7090207034650998,0.6506494870971059,0.2817190140590763
A,0.41175451487770176,0.7093026083294752,0.6500191286571748,0.28387554062082243
A,0.4148976791134094,0.7095867761515371,0.6493837100900259,0.28603179885957564
A,0.41804084334911706,0.709873209291694,0.6487432261176265,0.28818778571720083
A,0.42118400758482466,0.710161910128515,0.6480976714213339,0.2903434981115056
A,0.4243271718205323,0.7104528810587323,0.647447040641892,0.2924989329360187
A,0.42747033605623996,0.7107461244972424,0.6467913283794274,0.294654087059768
A,0.4306135002919476,0.7110416428771086,0.6461305291934459,0.2968089573270576
A,0.43375666452765527,0.7113394386495617,0.6454646376028287,0.2989635405572437
A,0.4368998287633629,0.7116395142840021,0.6447936480858286,0.3011178335445097
A,0.44004299299907057,0.7119418722680005,0.6441175550800683,0.3032718330576402
A,0.4431861572347782,0.7122465151072999,0.6434363529825365,0.30542553583979465
A,0.4463293214704859,0.7125534453258155,0.6427500361495864,0.30757893860827884
A,0.4494724857061935,0.7128626654656374,0.6420585988969327,0.309732038054317
A,0.4526156499419012,0.7131741780870297,0.6413620354996503,0.31188483084282176
A,0.45575881417760883,0.7134879857684323,0.6406603401921727,0.31403731361216347
A,0.4589019784133164,0.713804091106461,0.6399535071682898,0.31618948297393856
A,0.4620451426490241,0.7141224967159083,0.6392415305811485,0.31834133551273724
A,0.46518830688473173,0.7144432052297434,0.6385244045432505,0.32049286778590963
A,0.4683314711204394,0.7147662192991122,0.637802123126453,0.32264407632333103
A,0.47147463535614703,0.715091541593338,0.6370746803619679,0.3247949576271667
A,0.4746177995918547,0.7154191747999206,0.6363420702403627,0.32694550817163476
A,0.47776096382756233,0.7157491216245366,0.6356042867115611,0.3290957244027692
A,0.48090412806327,0.7160813847910387,0.6348613236848432,0.3312456027381802
A,0.48404729229897764,0.7164159670414548,0.634113175028848,0.33339513956681555
A,0.4871904565346853,0.7167528711359877,0.6333598345715743,0.3355443312487187
A,0.49033362077039294,0.7170920998530141,0.6326012961003833,0.3376931741147879
A,0.4934767850061006,0.7174336559890833,0.6318375533620005,0.3398416644665327
A,0.4966199492418082,0.7177775423589157,0.6310686000625195,0.34198979857583
A,0.49976311347751584,0.718123761795402,0.6302944298674044,0.34413757268467954
A,0.5029062777132235,0.7184723171496012,0.6295150364014936,0.34628498300495697
A,0.5060494419489312,0.7188232112907383,0.6287304132490046,0.34843202571816706
A,0.5091926061846388,0.7191764471062032,0.6279405539535377,0.35057869697519534
A,0.5123357704203464,0.7195320275015475,0.6271454520180811,0.35272499289605846
A,0.5154789346560541,0.7198899554004833,0.6263451009050174,0.35487090956965384
A,0.5186220988917617,0.720250233744879,0.6255394940361275,0.35701644305350755
A,0.5217652631274694,0.7206128654947579,0.6247286247925986,0.3591615893735221
A,0.524908427363177,0.7209778536282943,0.6239124865150303,0.3613063445237217
A,0.5280515915988847,0.7213452011418109,0.6230910725034419,0.36345070446599786
A,0.5311947558345923,0.7217149110497745,0.62226437601728,0.36559466512985245
A,0.5343379200703,0.7220869863847931,0.6214323902754275,0.3677382224121408
A,0.5374810843060076,0.7224614301976114,0.6205951084562112,0.3698813721768124
A,0.5406242485417153,0.7228382455571074,0.6197525236974125,0.37202411025465176
A,0.5437674127774229,0.7232174355502867,0.6189046290962755,0.3741664324430169
A,0.5469105770131306,0.7235990032822796,0.6180514177095193,0.3763083345055775
A,0.5500537412488382,0.7239829518763343,0.6171928825533473,0.3784498121720511
A,0.5531969054845458,0.7243692844738138,0.6163290166034593,0.38059086113793866
A,0.5563400697202535,0.7247580042341886,0.6154598127950636,0.3827314770642589
A,0.5594832339559611,0.7251491143350326,0.6145852640228897,0.3848716555772809
A,0.5626263981916688,0.7255426179720162,0.6137053631412009,0.38701139226825587
A,0.5657695624273764,0.7259385183589007,0.6128201029638088,0.38915068269314734
A,0.5689127266630841,0.7263368187275314,0.6119294762640874,0.39128952237236114
A,0.5720558908987917,0.7267375223278313,0.6110334757749879,0.3934279067904721
A,0.5751990551344994,0.7271406324277939,0.6101320941890547,0.39556583139595186
A,0.578342219370207,0.727546152313476,0.6092253241584417,0.39770329160089335
A,0.5814853836059147,0.7279540852889899,0.608313158294929,0.3998402827807356
A,0.5846285478416223,0.7283644346764955,0.6073955891699406,0.40197680027398536
A,0.5877717120773299,0.728777203816193,0.6064726093145633,0.4041128393819405
A,0.5909148763130376,0.7291923960663128,0.6055442112195641,0.40624839536840784
A,0.5940580405487452,0.7296100148031082,0.6046103873354121,0.40838346345942395
A,0.5972012047844529,0.7300300634208454,0.6036711300722968,0.4105180388429718
A,0.6003443690201605,0.7304525453317945,0.6027264318001506,0.4126521166686966
A,0.6034875332558682,0.7308774639662193,0.6017762848486702,0.41478569204762167
A,0.6066306974915758,0.731304822772368,0.6008206815073391,0.41691876005186085
A,0.6097738617272835,0.7317346252164613,0.5998596140254507,0.41905131571433146
A,0.6129170259629911,0.7321668747826833,0.5988930746121335,0.4211833540284646
A,0.6160601901986988,0.7326015749731692,0.5979210554363747,0.4233148699479147
A,0.6192033544344064,0.7330387293079944,0.5969435486270467,0.4254458583862673
A,0.622346518670114,0.7334783413251623,0.5959605462729336,0.4275763142167464
A,0.6254896829058217,0.7339204145805921,0.594972040422758,0.4297062322719187
A,0.6286328471415293,0.7343649526481063,0.5939780230852097,0.431835607343398
A,0.631776011377237,0.7348119591194179,0.5929784862289748,0.43396443418154745
A,0.6349191756129446,0.7352614376041167,0.5919734217827649,0.43609270749518053
A,0.6380623398486523,0.7357133917296556,0.5909628216353483,0.4382204219512608
A,0.64120550408436,0.7361678251413367,0.5899466776355823,0.4403475721745994
A,0.6443486683200677,0.7366247415022965,0.5889249815924442,0.4424741527475525
A,0.6474918325557752,0.7370841444934911,0.5878977252750662,0.4446001582097159
A,0.650634996791483,0.7375460378136808,0.5868649004127693,0.4467255830576192
A,0.6537781610271906,0.7380104251794138,0.585826498695098,0.4488504217444176
A,0.6569213252628983,0.7384773103250111,0.5847825117718577,0.45097466867958313
A,0.6600644894986059,0.7389466970025484,0.5837329312531512,0.4530983182285937
A,0.6632076537343135,0.7394185889818405,0.5826777487094172,0.4552213647126212
A,0.6663508179700212,0.7398929900504225,0.5816169556714695,0.45734380240821726
A,0.6694939822057288,0.7403699040135322,0.5805505436305373,0.4594656255469984
A,0.6726371464414365,0.7408493346940922,0.5794785040383064,0.4615868283153297
A,0.6757803106771441,0.7413312859326899,0.5784008283069614,0.46370740485400563
A,0.6789234749128518,0.7418157615875594,0.5773175078092297,0.4658273492579312
A,0.6820666391485594,0.74230276553456,0.5762285338784255,0.46794665557579973
A,0.6852098033842671,0.7427923016671575,0.5751338978084951,0.47006531780977096
A,0.6883529676199747,0.7432843738964022,0.5740335908540642,0.4721833299151458
A,0.6914961318556824,0.7437789861509079,0.5729276042304852,0.47430068580004064
A,0.69463929609139,0.7442761423768298,0.5718159291138863,0.4764173793250598
A,0.6977824603270976,0.7447758465378428,0.5706985566412219,0.47853340430296637
A,0.7009256245628053,0.7452781026151175,0.569575477910323,0.4806487544983516
A,0.7040687887985129,0.7457829146072978,0.5684466839799509,0.482763423627302
A,0.7072119530342206,0.7462902865304762,0.5673121658698494,0.48487740535706625
A,0.7103551172699282,0.7468002224181693,0.5661719145608008,0.4869906933057186
A,0.7134982815056359,0.7473127263212933,0.5650259209946815,0.48910328104182277
A,0.7166414457413435,0.7478278023081378,0.5638741760745195,0.4912151620840923
A,0.7197846099770512,0.7483454544643398,0.5627166706645528,0.49332632990105085
A,0.7229277742127588,0.7488656868928564,0.5615533955902895,0.495436777910689
A,0.7260709384484665,0.7493885037139386,0.5603843416385694,0.4975464994801218
A,0.7292141026841741,0.7499139090651021,0.5592094995576256,0.49965548792524256
A,0.7323572669198817,0.7504419071010995,0.5580288600571491,0.5017637365103759
A,0.7355004311555894,0.7509725019938907,0.5568424138083539,0.5038712384479294
A,0.738643595391297,0.7515056979326131,0.5556501514440437,0.5059779868980421
A,0.7417867596270047,0.7520414991235518,0.5544520635586795,0.5080839749682341
A,0.7449299238627123,0.7525799097901076,0.5532481407084496,0.5101891957130511
A,0.74807308809842,0.7531209341727663,0.5520383734113401,0.5122936421337102
A,0.7512162523341276,0.7536645765290652,0.5508227521472072,0.5143973071777412
A,0.7543594165698353,0.7542108411335616,0.5496012673578514,0.5165001837386295
A,0.7575025808055429,0.7547597322777976,0.5483739094470921,0.5186022646554536
A,0.7606457450412506,0.7553112542702668,0.5471406687808451,0.5207035427125238
A,0.7637889092769582,0.7558654114363786,0.5459015356872002,0.5228040106390179
A,0.7669320735126659,0.7564222081184234,0.5446565004565019,0.5249036611086153
A,0.7700752377483735,0.7569816486755349,0.54340555334143,0.5270024867391283
A,0.7732184019840811,0.7575437374836542,0.5421486845570834,0.5291004800921348
A,0.7763615662197888,0.7581084789354913,0.5408858842810641,0.5311976336726055
A,0.7795047304554964,0.758675877440486,0.5396171426535634,0.5332939399285305
A,0.7826478946912041,0.7592459374247705,0.5383424497774512,0.5353893912505469
A,0.7857910589269117,0.7598186633311269,0.5370617957183632,0.5374839799715593
A,0.7889342231626194,0.7603940596189479,0.5357751705047944,0.5395776983663637
A,0.792077387398327,0.7609721307641949,0.5344825641281911,0.5416705386512664
A,0.7952205516340347,0.7615528812593555,0.5331839665430455,0.5437624929837022
A,0.7983637158697423,0.7621363156134003,0.5318793676669924,0.54585355346185
A,0.80150688010545,0.7627224383517394,0.530568757380908,0.5479437121242491
A,0.8046500443411576,0.7633112540161767,0.5292521255290092,0.550032960949409
A,0.8077932085768652,0.7639027671648657,0.5279294619189558,0.5521212918554227
A,0.8109363728125729,0.7644969823722616,0.5266007563219541,0.5542086966995736
A,0.8140795370482805,0.7650939042290755,0.5252659984728631,0.5562951672779441
A,0.8172227012839882,0.7656935373422248,0.5239251780703011,0.5583806953250195
A,0.8203658655196958,0.766295886334786,0.5225782847767562,0.560465272513292
A,0.8235090297554035,0.766900955845943,0.5212253082186964,0.5625488904528618
A,0.8266521939911111,0.7675087505309383,0.5198662379866841,0.5646315406910372
A,0.8297953582268188,0.7681192750610197,0.5185010636354908,0.5667132147119311
A,0.8329385224625264,0.7687325341233894,0.5171297746842144,0.5687939039360581
A,0.8360816866982341,0.7693485324211494,0.5157523606163991,0.5708735997199278
A,0.8392248509339417,0.7699672746732475,0.5143688108801558,0.5729522933556359
A,0.8423680151696493,0.7705887656144231,0.5129791148882875,0.5750299760704564
A,0.845511179405357,0.771213009995149,0.511583262018412,0.5771066390264269
A,0.8486543436410646,0.7718400125815761,0.5101812416130925,0.5791822733199375
A,0.8517975078767723,0.7724697781554748,0.5087730429799663,0.5812568699813138
A,0.8549406721124799,0.773102311514175,0.5073586553918762,0.5833304199743983
A,0.8580838363481876,0.7737376174705074,0.5059380680870064,0.585402914196133
A,0.8612270005838952,0.7743757008527417,0.5045112702690174,0.5874743434761363
A,0.8643701648196029,0.7750165665045246,0.5030782511071864,0.5895446985762799
A,0.8675133290553105,0.7756602192848164,0.5016389997365471,0.5916139701902635
A,0.8706564932910182,0.7763066640678278,0.5001935052580334,0.5936821489431873
A,0.8737996575267258,0.7769559057429536,0.49874175673862614,0.5957492253911225
A,0.8769428217624335,0.7776079492147074,0.49728374321149976,0.5978151900206804
A,0.8800859859981411,0.7782627994026535,0.49581945367617386,0.5998800332485782
A,0.8832291502338487,0.778920461241339,0.4943488770986658,0.601943745421205
A,0.8863723144695564,0.7795809396802239,0.49287200241164597,0.604006316814183
A,0.889515478705264,0.7802442396836112,0.4913888185145963,0.6060677376319298
A,0.8926586429409717,0.7809103662305743,0.48989931427396954,0.6081279980072157
A,0.8958018071766793,0.7815793243148847,0.48840347852335353,0.6101870880007212
A,0.898944971412387,0.7822511189449376,0.48690130006363547,0.6122449976005917
A,0.9020881356480946,0.7829257551436775,0.48539276766317135,0.6143017167219901
A,0.9052312998838024,0.7836032379485205,0.4838778700579553,0.6163572352066471
A,0.90837446411951,0.784283572411278,0.48235659595179387,0.6184115428224106
A,0.9115176283552177,0.7849667635980772,0.4808289340164816,0.6204646292627918
A,0.9146607925909253,0.785652816589282,0.47929487289198075,0.6225164841465098
A,0.9178039568266328,0.7863417364794104,0.4777544011866016,0.624567097017035
A,0.9209471210623406,0.787033528377054,0.4762075074771876,0.6266164573421285
A,0.9240902852980482,0.7877281974047918,0.47465418030930184,0.6286645545133808
A,0.9272334495337559,0.788425748699108,0.473094408197418,0.6307113778457495
A,0.9303766137694635,0.7891261874103036,0.4715281796251123,0.6327569165770923
A,0.9335197780051712,0.7898295187024101,0.4699554830452595,0.6348011598677004
A,0.9366629422408788,0.7905357477530999,0.46837630688023174,0.6368440967998272
A,0.9398061064765865,0.7912448797535969,0.46679063952210015,0.6388857163772194
A,0.9429492707122941,0.7919569199085841,0.46519846933283926,0.64092600752464
A,0.9460924349480018,0.7926718734361115,0.4635997846445347,0.6429649590873951
A,0.9492355991837094,0.7933897455675012,0.4619945737595948,0.6450025598308542
A,0.952378763419417,0.7941105415472524,0.46038282495096267,0.6470387984399711
A,0.9555219276551247,0.7948342666329437,0.45876452646233506,0.6490736635188019
A,0.9586650918908323,0.7955609260951351,0.4571396665083812,0.65110714359002
A,0.96180825612654,0.7962905252172685,0.455508233274967,0.6531392270944316
A,0.9649514203622476,0.797023069295565,0.4538702149193809,0.6551699023904852
A,0.9680945845979553,0.7977585636389237,0.45222559957056424,0.6571991577537835
A,0.9712377488336629,0.7984970135688164,0.45057437532934436,0.6592269813765891
A,0.9743809130693706,0.799238424419182,0.4489165302686706,0.6612533613673311
A,0.9775240773050782,0.79998280153632,0.4472520524338552,0.6632782857501089
A,0.9806672415407859,0.8007301502787801,0.4455809298428151,0.665301742464192
A,0.9838104057764935,0.8014804760172538,0.4439031504863205,0.6673237193635206
A,0.9869535700122012,0.8022337841344608,0.4422187023282433,0.6693442042162023
A,0.9900967342479088,0.8029900800250365,0.44052757330581205,0.6713631847040072
A,0.9932398984836164,0.8037493690954168,0.4388297513298689,0.6733806484218611
A,0.9963830627193241,0.8045116567637213,0.43712522428513034,0.6753965828773361
A,0.9995262269550317,0.8052769484596347,0.4354139800304519,0.6774109754901395
A,1.0026693911907394,0.8060452496242875,0.4336960063990963,0.6794238135916012
A,1.005812555426447,0.8068165657101335,0.43197129119900535,0.6814350844241572
A,1.0089557196621546,0.8075909021808277,0.43023982221307583,0.6834447751408332
A,1.0120988838978624,0.8083682645111003,0.4285015871994384,0.6854528728047248
A,1.01524204813357,0.8091486581866306,0.42675657389174204,0.6874593643884757
A,1.0183852123692776,0.809932088703918,0.42500476999943937,0.6894642367737539
A,1.0215283766049852,0.8107185615701527,0.4232461632080797,0.691467476750727
A,1.0246715408406928,0.8115080823030829,0.42148074117960227,0.6934690710175331
A,1.0278147050764006,0.8123006564308817,0.4197084915526366,0.6954690061797518
A,1.0309578693121082,0.8130962894920111,0.41792940194280503,0.6974672687498716
A,1.0341010335478158,0.8138949870350851,0.4161434599430293,0.6994638451467564
A,1.0372441977835234,0.8146967546187304,0.4143506531238427,0.7014587216951093
A,1.0403873620192312,0.8155015978114453,0.41255096903370453,0.7034518846249341
A,1.0435305262549388,0.8163095221914564,0.41074439519932016,0.7054433200709952
A,1.0466736904906464,0.8171205333465748,0.40893091912596496,0.7074330140722754
A,1.049816854726354,0.8179346368740483,0.4071105282978116,0.7094209525714321
A,1.0529600189620618,0.8187518383804138,0.4052832101782632,0.7114071214142497
A,1.0561031831977694,0.8195721434813455,0.40344895221029003,0.7133915063490919
A,1.059246347433477,0.8203955578015034,0.4016077418167701,0.7153740930263511
A,1.0623895116691846,0.8212220869743783,0.39975956640083526,0.7173548669978963
A,1.0655326759048922,0.8220517366421349,0.39790441334622123,0.7193338137165175
A,1.0686758401406,0.8228845124554541,0.396042270017622,0.7213109185353702
A,1.0718190043763076,0.8237204200733711,0.39417312376104946,0.7232861667074155
A,1.0749621686120152,0.824559465163114,0.3922969619041971,0.7252595433848612
A,1.0781053328477228,0.8254016533999378,0.3904137717568084,0.7272310336185974
A,1.0812484970834306,0.8262469904669584,0.3885235406110502,0.7292006223576332
A,1.0843916613191382,0.8270954820549827,0.38662625574189113,0.7311682944485285
A,1.0875348255548458,0.8279471338623381,0.38472190440748366,0.7331340346348267
A,1.0906779897905534,0.8288019515946989,0.3828104738495526,0.7350978275564842
A,1.0938211540262612,0.8296599409649106,0.38089195129378717,0.7370596577492966
A,1.0969643182619688,0.8305211076928117,0.37896632395023927,0.7390195096443241
A,1.1001074824976764,0.8313854575050544,0.37703357901372525,0.7409773675673162
A,1.103250646733384,0.8322529961349222,0.37509370366423406,0.7429332157381325
A,1.1063938109690916,0.8331237293221445,0.3731466850673401,0.7448870382701616
A,1.1095369752047994,0.8339976628127106,0.3711925103746205,0.7468388191697396
A,1.112680139440507,0.8348748023586801,0.3692311667240793,0.748788542335565
A,1.1158233036762146,0.8357551537179914,0.3672626412405748,0.7507361915581133
A,1.1189664679119222,0.8366387226542679,0.36528692103625365,0.7526817505190482
A,1.12210963214763,0.837525514936621,0.36330399321098955,0.7546252027906313
A,1.1252527963833376,0.8384155363394524,0.36131384485282875,0.7565665318351307
A,1.1283959606190452,0.8393087926422522,0.35931646303843834,0.7585057210042266
A,1.1315391248547528,0.8402052896293954,0.35731183483356266,0.7604427535384166
A,1.1346822890904604,0.8411050330899356,0.35529994729348385,0.7623776125664166
A,1.1378254533261682,0.8420080288173968,0.35328078746348845,0.7643102811045627
A,1.1409686175618758,0.8429142826095621,0.3512543423793402,0.7662407420562092
A,1.1441117817975834,0.8438238002682594,0.3492205990677567,0.7681689782111254
A,1.147254946033291,0.8447365875991457,0.34717954454689404,0.7700949722448917
A,1.1503981102689989,0.8456526504114885,0.34513116582683595,0.7720187067182921
A,1.1535412745047064,0.8465719945179431,0.34307544991008954,0.7739401640767055
A,1.156684438740414,0.8474946257343295,0.3410123837920861,0.7758593266494966
A,1.1598276029761216,0.8484205498794052,0.3389419544616886,0.7777761766494027
A,1.1629707672118295,0.8493497727746354,0.33686414890170485,0.779690696171921
